author,tweet
Justin Trudeau,"Chaque enfant mérite le meilleur départ qui soit dans la vie, alors le Canada aide des mamans à travers le monde à… https://t.co/vxs8FthDDH"
Justin Trudeau,We’re in the Philippines for the #ASEAN Summit now – thanks for the very warm welcome today. Mabuhay! https://t.co/wGaWw3I8GG
Justin Trudeau,Nous sommes arrivés aux Philippines pour assister au Sommet de l’#ANASE. Merci pour le très chaleureux accueil. Mab… https://t.co/y4eyXASTFk
Justin Trudeau,"RT @APEC: Xin chào tạm biệt và cảm ơn Việt Nam. 👋🏻 Goodbye and thank you, Viet Nam for hosting the #APEC2017. Next destination for #APEC201…"
Justin Trudeau,It's a wrap on #APEC2017 – we’ll continue to work closely with our Asia-Pacific allies to create more jobs &amp; opport… https://t.co/BfjE9EIVeZ
Justin Trudeau,"Fin de l’#APEC2017 – de concert avec nos alliés de l’Asie-Pacifique, nous créerons encore plus d’emplois &amp; d’occasi… https://t.co/59NrJ0DGHw"
Justin Trudeau,"Today, we join Polish communities in Canada &amp; around the world to celebrate Poland’s Independence Day: https://t.co/WxL4BZFaDP"
Justin Trudeau,"Avec les communautés polonaises du Canada et du monde, nous célébrons le Jour de l’Indépendance de la Pologne : https://t.co/1sBie9YVlC"
Justin Trudeau,"RT @SeamusORegan: Today, and everyday, we remember.

Aujourd'hui, comme toujours, nous nous souviendrons. 

#CanadaRemembers #RemembranceDa…"
Justin Trudeau,RT @RoyalCdnLegion: #ThankYou Veterans for your service &amp; sacrifice. Pause today for 2 minutes to reflect and #remember: https://t.co/DpZqX…
Justin Trudeau,RT @RoyalCdnLegion: #Merci vétérans pour votre service. Faites la pause 2 minutes pour penser et #VousSouvenir : https://t.co/Hs6rzOl1Zr  #…
Justin Trudeau,"RT @CanadianForces: Today and every day, #CanadaRemembers. Join us in honouring past and current #CAF members. #RemembranceDay #LestWeForge…"
Justin Trudeau,"RT @ForcesCanada: Aujourd'hui comme chaque jour, #LeCanadasesouvient. #jourduSouvenir https://t.co/2v6lLV4Bj5"
Justin Trudeau,RT @NationalDefence: The Importance of Remembrance #CanadaRemembers https://t.co/QrLVXDfMig
Justin Trudeau,RT @DefenseCanada: L’importance du Souvenir #LeCanadasesouvient https://t.co/7QJORan6LL
Justin Trudeau,"Today, we pause to remember the Canadians who’ve served our country and stood on guard for us:… https://t.co/NOpSF8SknR"
Justin Trudeau,"Aujourd’hui, nous nous arrêtons un moment pour nous souvenir des Canadiens qui ont servi notre pays :… https://t.co/Uo52We1AQb"
Justin Trudeau,"We stand together, no matter where we are, with poppies on our hearts, to remember. #LestWeForget https://t.co/5TXls6h7pH"
Justin Trudeau,"Où que nous soyons, nous sommes unis, coquelicots près du cœur, pour nous souvenir. #NoublionsJamais https://t.co/mn5ZvVXgmh"
Justin Trudeau,#APEC2017 https://t.co/0IH566mAh7
Justin Trudeau,.@BobRae48 &amp; I sat down with Aung San Suu Kyi in Da Nang to express Canada’s concern for the Rohingya refugees &amp; th… https://t.co/DjTX37estO
Justin Trudeau,.@BobRae48 et moi avons dit à Aung San Suu Kyi que le Canada s’inquiète des Rohingyas et de la crise au Myanmar : https://t.co/Z3shDaVamY
Justin Trudeau,"Good meeting with Facebook’s COO, @sherylsandberg, focused on how we can support innovation in Canada to create job… https://t.co/kAQBfTgU5E"
Justin Trudeau,"Bonne rencontre avec la directrice des opérations de Facebook, @sherylsandberg, sur l’innovation canadienne axée su… https://t.co/V8gi3Zhz4H"
Justin Trudeau,"At #APEC2017, Prime Minister @TurnbullMalcolm &amp; I spoke about the #TPP and the benefits of reaching a trade deal th… https://t.co/azCJ7QRLWk"
Justin Trudeau,Le premier ministre @TurnbullMalcolm et moi avons parlé du #TPP et des avantages de conclure un accord qui soit équ… https://t.co/CAS9EJw5K5
Justin Trudeau,"Thanks to Japanese Prime Minister @AbeShinzo for the productive meeting focused on peace, security, and trade in th… https://t.co/QkcWszqNIi"
Justin Trudeau,"Merci au premier ministre japonais @AbeShinzo pour la rencontre productive sur la paix, la sécurité et le commerce… https://t.co/y2cVSH3dMF"
Justin Trudeau,It was great to see President @EPN at #APEC2017 – we took some time to talk about trade and how we can work togethe… https://t.co/jGYNQlPNiM
Justin Trudeau,Bon de voir le président @EPN à l’#APEC2017 – Nous avons parlé de commerce et de la manière de moderniser ensemble… https://t.co/CrbcFDpKTJ
Justin Trudeau,We’re making progress on the TPP – and working hard to make sure we get the right deal for Canadians &amp; Canadian bus… https://t.co/cMA2HSOHiI
Justin Trudeau,"Le PTP progresse, et nous ne ménageons aucun effort pour obtenir un accord profitable aux Canadiens et aux entrepri… https://t.co/lv146YRYQJ"
Justin Trudeau,RT @MarcMillerVM: I took a moment to say a few words in Kanien'kéha (Mohawk) to honour indigenous people who served and fell. We remember.…
Justin Trudeau,RT @MarcMillerVM: J'ai pris un moment pour dire quelques mots en Kanien'kéha pour honorer les autochtones qui sont tombés au combat. Souven…
Justin Trudeau,"RT @SeamusORegan: 100 years ago today marks the end of one of our deadliest battles: Passchendaele.

We remember and honour their incredibl…"
Justin Trudeau,"RT @SeamusORegan: Aujourd’hui, il y a 100 ans, de terminait une de nos batailles les plus sanglantes: Passchendaele. 

Nous nous souvenons…"
Justin Trudeau,"Today, we honour the people who endured so much, and sacrificed so greatly. https://t.co/6y2VgqFLzK"
Justin Trudeau,"Aujourd’hui, nous rendons hommage à ceux qui ont tant enduré et tant sacrifié pour nous tous. https://t.co/R5RumFVwXu"
Justin Trudeau,RT @VeteransENG_CA: RT to remember &amp; get a reminder on 11/11. Join our tribute and be added to a mosaic remembering Canada's Veterans #Cana…
Justin Trudeau,RT @VeteransFR_CA: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le 11/11 et serez ajouté à une mosaïque #Lecanada…
Justin Trudeau,"On this 100th anniversary of the victory at Passchendaele, we honour the heroism &amp; sacrifice of Canadians who fough… https://t.co/Xvp7dPo2bd"
Justin Trudeau,"En ce 100e anniversaire de la victoire à Passchendaele, nous honorons le héroïsme et les sacrifices des Canadiens q… https://t.co/rnFRRLviot"
Justin Trudeau,RT @RalphGoodale: More excellent work by @rcmpgrcpolice + multiple law enforcement partners in Canada+US in efforts to get fentanyl off our…
Justin Trudeau,RT @RalphGoodale: Excellent travail par @rcmpgrcpolice +plusieurs corps policiers au Canada+États-Unis dans des efforts pour enlever le fen…
Justin Trudeau,Next stop: Da Nang for #APEC2017. Here’s a recap of my visit so far: https://t.co/4MZWpfgN6t
Justin Trudeau,Prochain arrêt : Da Nang pour l’#APEC2017. Voici un résumé de ma visite jusqu’à maintenant : https://t.co/zzJlktn655
Justin Trudeau,Ending a busy day at the People’s Committee HQ – thanks to Chairman Nguyễn Thành Phong for the meeting today. https://t.co/Y6bMHoaEpD
Justin Trudeau,On termine une journée bien remplie au siège du Comité populaire. Merci au président Nguyễn Thành Phong pour la ren… https://t.co/pbTiNcXUDQ
Justin Trudeau,My thanks to Nguyen Cong Hiep from the Canadian Consulate for showing me around the streets of Ho Chi Minh City tod… https://t.co/psqGztQWmN
Justin Trudeau,"Merci à Nguyen Cong Hiep, du consulat canadien, pour m’avoir fait découvrir les rues de Hô Chi Minh-Ville aujourd’h… https://t.co/Lq6rwoABEP"
Justin Trudeau,"At the Ton Duc Thang University, speaking with students about growing our economies and getting the most out of the… https://t.co/W14aVTXPPf"
Justin Trudeau,À l’université Ton Duc Thang pour parler aux étudiants de croissance économique et de l’importance de profiter au m… https://t.co/hk6Z5nC4P9
Justin Trudeau,RT @jyduclos: New parents: Our government is introducing more flexible #maternity and parental benefits! https://t.co/vFPmsvSlgC https://t.…
Justin Trudeau,RT @jyduclos: Nouveaux parents : Notre gouvernement introduit des prestations de #maternité et parentales plus souples! https://t.co/5EgMaM…
Justin Trudeau,Roundtable with business leaders - talking about how trade will create more jobs &amp; opportunities for people in Cana… https://t.co/5CgzX2ZW2k
Justin Trudeau,Table ronde avec des dirigeants d’entreprise – au sujet du commerce comme source d’emplois et de débouchés pour les… https://t.co/NdBfQoEJpy
Justin Trudeau,RT @VNXAllshares: 🎉🎆Listed Companies on Hochiminh Stock Exchange should be ready on increasing trade &amp; fintech with Canadian partners 🍁🍁&amp; s…
Justin Trudeau,Day 2 in Vietnam! Opening trading at the Ho Chi Minh City Stock Exchange. https://t.co/3rscbV5PyN
Justin Trudeau,Jour 2 au Vietnam ! Ouverture de la bourse à Hô Chi Minh-Ville. https://t.co/KsYVEofrsv
Justin Trudeau,#TBT to a backpacking trip in Vietnam many years ago… my thanks to the Canadian Embassy for pulling out the old gue… https://t.co/hnKgkdTZik
Justin Trudeau,"#JeudiRétro : Voyage en sac à dos au Vietnam, il y a très longtemps. Merci à l’Ambassade canadienne d’avoir sorti l… https://t.co/9Mjpxo0BGK"
Justin Trudeau,RT @JulieDzerowicz: So proud that my Private Member’s Bill M-126 has passed unanimously in @OurCommons to recognize Portuguese Heritage Mon…
Justin Trudeau,"RT @DrRobbieO: MWO Lemay &amp; Lt(N) Tremblay, old comrades from my military career were in #Parliament being honoured for their sele… https://…"
Justin Trudeau,RT @SherryRomanado: Honoured to be leading the Government of Canada delegation to Belgium for the commemorative events for the 100th annive…
Justin Trudeau,RT @SherryRomanado: Un honneur de représenter le Gouvernement du Canada pour les commémorations du centenaire de la Bataille de Passchendae…
Justin Trudeau,RT @AsiaPacificFdn: Our PM @JustinTrudeau is at his welcoming gala in Vietnam for #APEC2017! Photo by our CEO @Stewartbeck https://t.co/IG0…
Justin Trudeau,"RT @KirstyDuncanMP: Understanding how a changing climate affects the Arctic matters now more than ever. Today, @cathmckenna &amp; I announced f…"
Justin Trudeau,"RT @KirstyDuncanMP: Il est important de comprendre comment les effets d’un climat en changement affectent l’Arctique. Aujourd’hui, @cathmck…"
Justin Trudeau,"We’re focused on a variety of issues, including trade &amp; advancing human rights. My thanks to President Trần Đại Qua… https://t.co/dQVKrjXfi3"
Justin Trudeau,"Nous sommes axés sur une série d’enjeux, notamment le commerce et les droits de la personne. Merci au président Trầ… https://t.co/CSpVKkxlIG"
Justin Trudeau,RT @FP_Champagne: Getting down to biz on competitive &amp; beneficial trade on both sides of Pacific with 🇯🇵 Au travail pour + d'échanges fruct…
Justin Trudeau,RT @cafreeland: Asia-Pacific is a critical engine for the global economy. Working on trade and security in this dynamic region. #APEC2017 h…
Justin Trudeau,RT @cafreeland: L'Asie-Pacifique est essentielle pour l'économie mondiale. Nous travaillons sur le commerce et la sécurité dans cette régio…
Justin Trudeau,"I also sat down with the Chair of the National Assembly, Nguyễn Thị Kim Ngân, to talk about promoting the rights of… https://t.co/uLLW10B5oF"
Justin Trudeau,"J’ai également discuté avec Nguyễn Thị Kim Ngân, présidente de l’Assemblée nationale, pour parler de la promotion d… https://t.co/rX2cMAfisM"
Justin Trudeau,"This afternoon, I met with Vietnam’s Secretary General of the Communist Party, Nguyễn Phú Trọng, to build on the st… https://t.co/HabTaRgnyo"
Justin Trudeau,"Cet après-midi, j’ai rencontré Nguyễn Phú Trọng, secrétaire général du Parti communiste du Vietnam, pour resserrer… https://t.co/mOWeTsdPWJ"
Justin Trudeau,Visit to Ho Chi Minh’s stilt house near the Presidential Palace earlier today. https://t.co/8l1mrGVXy2
Justin Trudeau,"Visite de la maison sur pilotis de Hô Chi Minh, près du Palais présidentiel, plus tôt aujourd’hui. https://t.co/MaYrrsccdS"
Justin Trudeau,"We had a good first meeting today, talking trade and how we can work together to create more jobs &amp; opportunities f… https://t.co/fMeaAw9Bon"
Justin Trudeau,"Une première rencontre fructueuse, autour du commerce et de notre collaboration afin de créer plus d’emplois et de… https://t.co/yvurolUuTb"
Justin Trudeau,Busy first day in Vietnam. Thanks to Prime Minister Nguyễn Xuân Phúc for the warm welcome at the Presidential Palac… https://t.co/ne0pc3e29p
Justin Trudeau,Première journée bien remplie au Vietnam. Merci au premier ministre Nguyễn Xuân Phúc pour l’accueil chaleureux au P… https://t.co/WxHCvqoUfA
Justin Trudeau,RT @janephilpott: Aboriginal Veterans Day was first observed in 1994 to honour the contributions and sacrifices that Indigenous peoples hav…
Justin Trudeau,"RT @SeamusORegan: Aujourd'hui nous rendons aux hommes et femmes des Premières Nations, Métis et Inuit qui ont servi le Canada avec fierté e…"
Justin Trudeau,"RT @liberal_party: On Aboriginal Veterans Day, we salute the Indigenous men &amp; women who have served. #CanadaRemembers #LestWeForget https:/…"
Justin Trudeau,RT @parti_liberal: Journée des vétérans autochtones : nous rendons hommage aux hommes et femmes autochtones qui ont servi. #LeCanadaseSouvi…
Justin Trudeau,Thank you to all Indigenous veterans who served and continue to serve with pride. #CanadaRemembers https://t.co/adCnU1Mo22
Justin Trudeau,Merci à tous les vétérans autochtones qui ont servi leur pays et qui continuent de le servir avec fierté.… https://t.co/hvaetHTdFi
Justin Trudeau,RT @BlueJays: Statement from the Blue Jays organization on the tragic passing of Roy Halladay: https://t.co/Ih8D0RQE9p
Justin Trudeau,"RT @cathmckenna: 13 year old @StellaBowles saw a problem, and decided to fix it. Who else is inspired after hearing her story? https://t.co…"
Justin Trudeau,"RT @cathmckenna: .@StellaBowles, 13 ans, a vu un problème et a décidée de le résoudre. Je suis tellement inspirée! https://t.co/OteYl6BH45…"
Justin Trudeau,RT @Carolyn_Bennett: .@ITK_CanadaInuit &amp; others say solutions for robust Arctic are in the North. We agree! WATCH: https://t.co/u1wuB719vn…
Justin Trudeau,RT @Carolyn_Bennett: .@ITK_CanadaInuit &amp; parmi d’autres disent que les solutions doivent provenir du Nord. Ns sommes d’accord! Regardez: ht…
Justin Trudeau,Happy 150th birthday to Marie Curie! Learn more about this trailblazer and her legacy. #WomenInSTEM https://t.co/VYccVK9mKk
Justin Trudeau,Heureux 150e anniversaire à Marie Curie! Découvrez la vie et l’œuvre de cette pionnière. #FemmesEnSTIM https://t.co/K4LTAsYz6F
Justin Trudeau,"RT @PattyHajdu: Focusing on prevention, increasing responsiveness &amp; expanding support will help keep more Canadians safe at work: https://t…"
Justin Trudeau,"RT @PattyHajdu: Se pencher sur la prévention, augmenter la sensibilisation et accroitre le support amélioreront la sécurité des Canadiens a…"
Justin Trudeau,"Somewhere over Canada last night... (if you haven’t seen the Northern Lights in person, I highly recommend it. Come… https://t.co/Uuecznd0km"
Justin Trudeau,"We’re on our way to Hanoi... to start a busy week in Vietnam &amp; the Philippines focused on APEC, trade and advancing human rights."
Justin Trudeau,Quelque part au-dessus du Canada hier soir... (je recommande à ceux qui n’ont jamais vu d’aurore boréale de venir n… https://t.co/jCbJFlWGZw
Justin Trudeau,"On est en route vers Hanoï pour une semaine chargée au Vietnam et aux Philippines axée sur l’ APEC, le commerce et les droits de la personne"
Justin Trudeau,RT @AbbyPoliceDept: #abbypd fallen officer and hero Cst. John Davidson. https://t.co/qNCDHjcemM https://t.co/cQGMRAEElf
Justin Trudeau,"Leonard Cohen was not only an ambassador of Montreal, but of Canada. Last night, we paid tribute to his legacy. https://t.co/VK6d2mm7ek"
Justin Trudeau,"Leonard Cohen était un ambassadeur de Montréal, mais aussi du Canada tout entier. Hier soir, nous avons honoré sa m… https://t.co/WnU5t5xLnj"
Justin Trudeau,"RT @SeamusORegan: 117,000 poppies fall to honour each of 🇨🇦's fallen since the beginning of the First World War.

#CanadaRemembers @RoyalCd…"
Justin Trudeau,"RT @SeamusORegan: 117 000 coquelicots défilent en mémoire des 🇨🇦 tombés depuis le début de le 1ere GM. 

#Lecanadasesouvient @RoyalCdnLegio…"
Justin Trudeau,Police work in harm's way to protect us all. My deepest sympathies to the family of the @AbbyPoliceDept officer killed in the line of duty.
Justin Trudeau,La police se met en danger pour nous protéger. Mes sincères condoléances à la famille de l’agent @AbbyPoliceDept tué en faisant son devoir.
Justin Trudeau,"Today, I spoke with Governor @GregAbbott_TX to offer condolences for Sunday's shooting in Texas: https://t.co/aRheQIF6ki"
Justin Trudeau,"Aujourd’hui, j’ai offert mes condoléances au gouverneur @GregAbbott_TX pour la fusillade de dimanche au Texas : https://t.co/td0bwITINq"
Justin Trudeau,Ten years of community work pays off! Good to chat with newly elected @Val_Plante about her experiences &amp; plans for… https://t.co/6fXP9VGR3C
Justin Trudeau,"Dix ans de travail dans la communauté, ça rapporte! Belle discussion avec la mairesse élue @Val_Plante sur ses plan… https://t.co/tEmwO2ilaj"
Justin Trudeau,"Thanks, Filippo, for your partnership and focus on the crisis in Myanmar and helping the world’s most vulnerable. https://t.co/RciyO3LlYi"
Justin Trudeau,"Merci, Filippo, de votre collaboration, de votre travail entourant la crise au Myanmar et de votre aide aux plus vu… https://t.co/Zf2Y2J7RIm"
Justin Trudeau,My thanks to Cardinal @gclacroix for the meeting in Ottawa this morning - it was nice to see you again. https://t.co/eThGAThNpA
Justin Trudeau,Merci au cardinal @gclacroix pour la rencontre de ce matin à Ottawa. Ce fut un plaisir de vous revoir. https://t.co/O7XQ6osCo1
Justin Trudeau,RT @CanadianPM: Watch live: PM Justin Trudeau marks the 150th anniversary of the first sitting of the House of Commons. #cdnpoli https://t.…
Justin Trudeau,RT @PMcanadien: En direct: le PM Trudeau souligne le 150e anniversaire de la 1re séance de la Chambre des communes. #polcan https://t.co/I4…
Justin Trudeau,"Today, we announce details of the new National Security and Intelligence Committee of Parliamentarians: https://t.co/Kthly41UYm"
Justin Trudeau,Voici les détails à propos du nouveau comité parlementaire chargé de la sécurité nationale et du renseignement : https://t.co/4RzkIXk3wr
Justin Trudeau,"Talking trade, gender equality &amp; climate change with Canada’s Ambassador-designate to France, @HudonIsabelle, this… https://t.co/idGywGyQ6T"
Justin Trudeau,"Bonne discussion ce matin avec notre ambassadrice désignée pour la France @HudonIsabelle sur le commerce, l'égalité… https://t.co/iqjGwOhXt0"
Justin Trudeau,"You’re in our thoughts, @DenisLemieuxLib. My thanks for your service &amp; hard work for the people of Chicoutimi—Le Fjord. You’ll be missed."
Justin Trudeau,Nos pensées accompagnent @DenisLemieuxLib. Merci d’avoir servi la population de Chicoutimi—Le Fjord. Vous allez nous manquer.
Justin Trudeau,@Val_Plante And congratulations to Régis Labeaume - re-elected mayor of Quebec City. Hope to see you again soon.
Justin Trudeau,"Congratulations @Val_Plante, first-ever woman elected mayor of Montreal! I'm looking forward to working together on our shared priorities."
Justin Trudeau,"@Val_Plante Et félicitations à Régis Labeaume – réélu maire de Québec. On se revoit bientôt, j’espère."
Justin Trudeau,"Félicitations à @Val_Plante, toute première femme élue mairesse de Montréal ! J’ai hâte qu’on travaille ensemble à nos priorités communes."
Justin Trudeau,Canada stands in solidarity with our neighbours during this difficult time. Full statement: https://t.co/Vt2UtBTXSv
Justin Trudeau,Le Canada offre sa solidarité à ses voisins face à cette épreuve. Voici ma déclaration : https://t.co/qkWCuJjCiw
Justin Trudeau,Canadians send their condolences to those affected by today's tragic church shooting in Texas - we wish a full recovery to the injured.
Justin Trudeau,De terribles nouvelles du Texas aujourd’hui. Mes plus sincères condoléances aux personnes touchées - prompt rétablissement aux blessés.
Justin Trudeau,Félicitations Georges! Like you never left. You've made us proud once again. 🇨🇦 https://t.co/eK1GA5w2og
Justin Trudeau,"Félicitations Georges ! De retour comme avant, pour encore nous remplir de fierté. 🇨🇦 https://t.co/SNxXIPpiyc"
Justin Trudeau,Announcing 4 by-elections! Get the details: https://t.co/15PNFkmoE0
Justin Trudeau,On annonce 4 élections partielles ! Voyez où elles auront lieu : https://t.co/TmMmDBudnW
Justin Trudeau,"RT @SeamusORegan: November 5 - 11 is Veterans' Week.

Join me and millions of Canadians as we honour them. Because #CanadaRemembers https:/…"
Justin Trudeau,"RT @SeamusORegan: La semaine des Vétérans est du 5 au 11 nov.

Joignez à moi et à des millions de 🇨🇦 pour leur rendre hommage. Parce que #l…"
Justin Trudeau,2 years ago today. Thank you for your support - we're going to keep working hard for Canadians every single day. https://t.co/8RCRwCvRkE
Justin Trudeau,"C’était il y a 2 ans. Merci pour l’appui - nous continuerons à travailler fort pour les Canadiens, tous les jours. https://t.co/UK7RcEN6lB"
Justin Trudeau,"RT @HarjitSajjan: Celebrating the birth of Guru Nanak Dev Ji, founder of Sikhism, by donating food and volunteering at the @SevaFoodBank  i…"
Justin Trudeau,RT @AhmedDHussen: Très heureux d'accueillir mon ami @RefugeesChief Fillipo Grandi à Montréal! J'ai bien hâte de vous revoir dans la belle C…
Justin Trudeau,"Today, we join Sikhs in Canada &amp; around the world to celebrate the birth of Guru Nanak Dev Ji: https://t.co/uXOTPsLNSW"
Justin Trudeau,"Aujourd’hui, nous nous joignons au sikhs du Canada et du monde pour célébrer la naissance de Guru Nanak Dev Ji : https://t.co/zfuVFT7QZE"
Justin Trudeau,We’re working together to address the issues that matter most to youth from Nishnawbe Aski Nation. Thanks for meeti… https://t.co/KFeKM4wfmh
Justin Trudeau,Nous cherchons à résoudre les enjeux qui comptent le plus pour les jeunes de la Nation Nishnawbe Aski. Merci de la… https://t.co/zWybCBjjy7
Justin Trudeau,RT @NANComms: Meegwetch @JustinTrudeau @janephilpott @Carolyn_Bennett for meeting with NAN youth! @gcfiddler @DGCAnnaBetty https://t.co/spt…
Justin Trudeau,"RT @CQualtro: Congrats @amazonca on your Vancouver expansion project
&amp; the creation of 1000 new jobs. The kind of jobs that our communities…"
Justin Trudeau,RT @CQualtro: Félicitations #Amazon pour l'expansion &amp; la création de 1000 nouveaux emplois à Vancouver. De bons emplois qui donnent vie à…
Justin Trudeau,Today we gathered at the National Cemetery of Canada to remember #Passchendaele100 &amp; pay tribute to all who have an… https://t.co/kdp4zwMYnf
Justin Trudeau,Nous nous sommes réunis au Cimetière national du Canada pour penser à #Passchendaele100 et honorer ceux qui ont rép… https://t.co/y6w1aQAQEa
Justin Trudeau,"Welcome to Ottawa, @USAmbCanada Craft - just in time for winter! Here's to a warm relationship between 🇨🇦 &amp; 🇺🇸 no m… https://t.co/4WIr5IMVK3"
Justin Trudeau,"Bienvenue à Ottawa @USAmbCanada Craft, juste à temps pour l’hiver! Que la relation 🇨🇦 🇺🇸 soit chaleureuse peu impor… https://t.co/FVsHpQPlr5"
Justin Trudeau,"In Brampton with @RajLiberal today, speaking with families about how a stronger CCB helps them make ends meet:… https://t.co/83jfVa5kR3"
Justin Trudeau,À Brampton avec @RajLiberal pour expliquer aux familles comment l’ACE améliorée les aide à joindre les deux bouts:… https://t.co/ATNSPrULpc
Justin Trudeau,RT @LindaJeffrey: Hosting PM @JustinTrudeau in Brampton today! Always a pleasure having the Prime Minister in our community and working wit…
Justin Trudeau,How do we build a better country &amp; future for our children? The answer is simple: by investing in Canadians. More f… https://t.co/ARFuFYNUhV
Justin Trudeau,Comment bâtir un pays et un avenir meilleurs pour nos enfants ? La réponse est simple : en investissant dans les Ca… https://t.co/3BopqTiWUP
Justin Trudeau,"Next week, I’ll travel to Vietnam &amp; the Philippines to meet with our partners in the Asia-Pacific region: https://t.co/2lfS06bUS9"
Justin Trudeau,"La semaine prochaine, j’irai au Vietnam et aux Philippines pour rencontrer nos partenaires de l’Asie-Pacifique: https://t.co/yvDneOuuOe"
Justin Trudeau,Discussing the jobs &amp; opportunities AI creates with tech leaders at #GoNorth17. Thanks for sharing your ideas and i… https://t.co/dUDKyaz5H3
Justin Trudeau,On parle des emplois et des possibilités liés à l’IA avec des leaders technologiques à #GoNorth17. Merci de vos idé… https://t.co/1OiD3ea7IY
Justin Trudeau,"@SeamusORegan We’re all thinking of you, @SeamusORegan! Get well soon, my friend."
Justin Trudeau,"@SeamusORegan Nous pensons à toi, @SeamusORegan! Prompt rétablissement, mon ami."
Justin Trudeau,RT @NavdeepSBains: Advancing our leadership in #AI will create #jobs of the future &amp; grow the economy. Thanks @googlecanada for having me #…
Justin Trudeau,RT @NavdeepSBains: Le leadership 🇨🇦 en #IA créer des #emplois pour l’avenir + fera croître l’économie. Merci @googlecanada pour votre accue…
Justin Trudeau,"Great chat with @ericschmidt, talking about how investing in AI &amp; Canadian innovation creates jobs and builds a str… https://t.co/OvXP9DA2O9"
Justin Trudeau,"Bonne discussion avec @ericschmidt sur l’investissement dans l’IA et l’innovation, pour créer des emplois et fortif… https://t.co/1m8r4fh7N6"
Justin Trudeau,RT @googlecanada: Watch tmw: @JustinTrudeau discusses Canada’s role in the world of A.I. with @ericschmidt at #GoNorth17 via @nytimes https…
Justin Trudeau,"Today in Ottawa, I met with the Modern Treaty and Self-Governing First Nations – here’s what we talked about:… https://t.co/Lvg8OjwLN4"
Justin Trudeau,Voici le sommaire de ma rencontre avec les Premières Nations autogouvernantes et signataires de traités modernes :… https://t.co/VA4Mh3mS6R
Justin Trudeau,RT @VeteransENG_CA: #Day1 of 11 Days of Remembrance… Show us your poppies! #CanadaRemembers https://t.co/h8bs4wi6eV
Justin Trudeau,RT @VeteransFR_CA: #Jour1 des 11 jours pour se souvenir… Montrez votre coquelicot! #LeCanadasesouvient https://t.co/mH1WbIQguS
